Drug_A,Drug_A_SMILES,Drug_B,Drug_B_SMILES,A_MW,B_MW,Delta_MW,A_LogP,B_LogP,Delta_LogP,A_HBD,B_HBD,Delta_HBD,A_HBA,B_HBA,Delta_HBA,A_TPSA,B_TPSA,Delta_TPSA,A_Rotatable_Bonds,B_Rotatable_Bonds,Delta_Rotatable_Bonds,A_pKa_Acidic,B_pKa_Acidic,Delta_pKa_Acidic,A_pKa_Basic,B_pKa_Basic,Delta_pKa_Basic,A_Solubility_mg_ml,B_Solubility_mg_ml,Delta_Solubility_mg_ml,Chemical_Distance,Tanimoto_Similarity,Oral_Compatibility_Label
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Methyl testosterone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C,552.6,302.5,250.1,2.5,3.61,-1.11,4,1,3,11,2,9,166,37.3,128.7,8,0,8,11.59,18.52,-6.93,8.87,-0.53,9.4,0.231,0.0139,0.2171,281.7895742,0.094736842,1
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Neratinib Maleate,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)OCC4=CC=CC=N4)Cl)C#N)NC(=O)/C=C/CN(C)C.C(=C\C(=O)O)\C(=O)O,552.6,673.1,-120.5,2.5,4.72,-2.22,4,4,0,11,12,-1,166,187,-21,8,13,-5,11.59,12.55,-0.96,8.87,8.81,0.06,0.231,0.00674,0.22426,122.4465348,0.129770992,1
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Nerlynx,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)OCC4=CC=CC=N4)Cl)C#N)NC(=O)/C=C/CN(C)C,552.6,557,-4.4,2.5,4.72,-2.22,4,2,2,11,8,3,166,112,54,8,11,-3,11.59,12.55,-0.96,8.87,8.81,0.06,0.231,0.00674,0.22426,54.43586954,0.125,1
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Olaparib,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,552.6,434.5,118.1,2.5,2.72,-0.22,4,1,3,11,5,6,166,82.1,83.9,8,4,4,11.59,9.96,1.63,8.87,-0.9,9.77,0.231,0.0601,0.1709,145.4166683,0.176470588,1
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Orserdu,CCNCCC1=CC=C(C=C1)CN(CC)C2=C(C=CC(=C2)OC)[C@@H]3CCC4=C(C3)C=CC(=C4)O,552.6,458.6,94,2.5,6.54,-4.04,4,2,2,11,4,7,166,44.7,121.3,8,10,-2,11.59,10.58,1.01,8.87,9.96,-1.09,0.231,0.00035,0.23065,153.7051496,0.125,1
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Paclitaxel,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,552.6,853.9,-301.3,2.5,3.2,-0.7,4,4,0,11,14,-3,166,221,-55,8,14,-6,11.59,11.9,-0.31,8.87,-1.2,10.07,0.231,0.00556,0.22544,306.51873,0.09352518,1
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Paclitaxel protein-bound,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,552.6,853.9,-301.3,2.5,3.2,-0.7,4,4,0,11,14,-3,166,221,-55,8,14,-6,11.59,11.9,-0.31,8.87,-1.2,10.07,0.231,0.00556,0.22544,306.51873,0.09352518,1
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Palbociclib,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C,552.6,447.5,105.1,2.5,2.12,0.38,4,2,2,11,8,3,166,103,63,8,5,3,11.59,11.34,0.25,8.87,8.86,0.01,0.231,0.0174,0.2136,122.6265168,0.56097561,1
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Pamidronate,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O,552.6,235.7,316.9,2.5,-1.4,3.9,4,6,-2,11,8,3,166,161,5,8,4,4,11.59,0.67,10.92,8.87,9.86,-0.99,0.231,15.8,-15.569,317.5806044,0.063291139,1
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Pamidronate Disodium,C(CN)C(O)(P(=O)(O)[O-])P(=O)(O)[O-].[Na+].[Na+],552.6,279.03,273.57,2.5,-1.4,3.9,4,4,0,11,8,3,166,167,-1,8,4,4,11.59,0.67,10.92,8.87,9.86,-0.99,0.231,15.8,-15.569,274.3070819,0.06097561,1
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Piqray,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,552.6,441.5,111.1,2.5,2.76,-0.26,4,2,2,11,8,3,166,129,37,8,4,4,11.59,7.79,3.8,8.87,2.81,6.06,0.231,0.00528,0.22572,117.4414414,0.165137615,1
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Ribociclib,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,552.6,434.5,118.1,2.5,2.5,0,4,2,2,11,7,4,166,91.2,74.8,8,5,3,11.59,11.59,0,8.87,8.87,0,0.231,0.231,0,139.8987134,0.909090909,1
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Sacituzumab Govitecan-hziy,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)OC(=O)OCC5=CC=C(C=C5)NC(=O)[C@H](CCCCN)NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCN6C=C(N=N6)CNC(=O)C7CCC(CC7)CN8C(=O)CC(C8=O)SC[C@@H](C(=O)O)N)C2=NC9=C1C=C(C=C9)O,552.6,1601.8,-1049.2,2.5,0,2.5,4,8,-4,11,30,-19,166,497,-331,8,54,-46,11.59,0,11.59,8.87,0,8.87,0.231,0,0.231,1101.405442,0.106598985,0
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Soltamox,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,552.6,563.6,-11,2.5,5.93,-3.43,4,4,0,11,9,2,166,145,21,8,13,-5,11.59,0,11.59,8.87,8.76,0.11,0.231,0.00102,0.22998,27.1506536,0.164948454,1
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Talazoparib Tosylate,CC1=CC=C(C=C1)S(=O)(=O)O.CN1C(=NC=N1)[C@@H]2[C@H](NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F,552.6,552.6,0,2.5,2.93,-0.43,4,3,1,11,10,1,166,147,19,8,3,5,11.59,9.48,2.11,8.87,1.66,7.21,0.231,0.101,0.13,21.08644114,0.109243697,1
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Talzenna,nan,552.6,458.6,94,2.5,2.5,0,4,3,1,11,8,3,166,112,54,8,5,3,11.59,10.32,1.27,8.87,3.32,5.55,0.231,0.0253,0.2057,108.6437192,0,1
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Tamoxifen Citrate,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,552.6,563.6,-11,2.5,5.93,-3.43,4,4,0,11,9,2,166,145,21,8,13,-5,11.59,0,11.59,8.87,8.76,0.11,0.231,0.00102,0.22998,27.1506536,0.164948454,1
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Taxotere,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,552.6,807.9,-255.3,2.5,2.59,-0.09,4,5,-1,11,14,-3,166,224,-58,8,13,-5,11.59,11.9,-0.31,8.87,-3,11.87,0.231,0.0127,0.2183,262.141448,0.091549296,1
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Tepadina,C1CN1P(=S)(N2CC2)N3CC3,552.6,189.22,363.38,2.5,0.17,2.33,4,0,4,11,4,7,166,41.1,124.9,8,3,5,11.59,0,11.59,8.87,-0.3,9.17,0.231,9.27,-9.039,384.7604239,0.040540541,1
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Tepylute,C1CN1P(=S)(N2CC2)N3CC4,552.6,189.22,363.38,2.5,0.17,2.33,4,0,4,11,4,7,166,41.1,124.9,8,3,5,11.59,0,11.59,8.87,-0.3,9.17,0.231,9.27,-9.039,384.7604239,0,1
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Thiotepa,C1CN1P(=S)(N2CC2)N3CC3,552.6,189.22,363.38,2.5,0.17,2.33,4,0,4,11,4,7,166,41.1,124.9,8,3,5,11.59,0,11.59,8.87,-0.3,9.17,0.231,9.27,-9.039,384.7604239,0.040540541,1
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Toremifene,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3,552.6,406,146.6,2.5,5.65,-3.15,4,0,4,11,2,9,166,12.5,153.5,8,9,-1,11.59,0,11.59,8.87,8.76,0.11,0.231,0.000409,0.230591,212.8288652,0.142857143,1
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Trodelvy,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)OC(=O)OCC5=CC=C(C=C5)NC(=O)[C@H](CCCCN)NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCN6C=C(N=N6)CNC(=O)C7CCC(CC7)CN8C(=O)CC(C8=O)SC[C@@H](C(=O)O)N)C2=NC9=C1C=C(C=C9)O,552.6,1601.8,-1049.2,2.5,0,2.5,4,8,-4,11,30,-19,166,497,-331,8,54,-46,11.59,0,11.59,8.87,0,8.87,0.231,0,0.231,1101.405442,0.106598985,0
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Truqap,C1CN(CCC1(C(=O)N[C@@H](CCO)C2=CC=C(C=C2)Cl)N)C3=NC=NC4=C3C=CN4,552.6,428.9,123.7,2.5,1.31,1.19,4,4,0,11,6,5,166,120,46,8,6,2,11.59,13.03,-1.44,8.87,8.33,0.54,0.231,0.0253,0.2057,132.1003922,0.171428571,1
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Tucatinib,CC1=C(C=CC(=C1)NC2=NC=NC3=C2C=C(C=C3)NC4=NC(CO4)(C)C)OC5=CC6=NC=NN6C=C5,552.6,480.5,72.1,2.5,3.87,-1.37,4,2,2,11,8,3,166,111,55,8,6,2,11.59,17.08,-5.49,8.87,4.57,4.3,0.231,0.004,0.227,91.05475566,0.111111111,1
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Tukysa,CC1=C(C=CC(=C1)NC2=NC=NC3=C2C=C(C=C3)NC4=NC(CO4)(C)C)OC5=CC6=NC=NN6C=C6,552.6,480.5,72.1,2.5,3.87,-1.37,4,2,2,11,8,3,166,111,55,8,6,2,11.59,17.08,-5.49,8.87,4.57,4.3,0.231,0.004,0.227,91.05475566,0,1
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Tykerb,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,552.6,581.1,-28.5,2.5,5.18,-2.68,4,2,2,11,9,2,166,115,51,8,11,-3,11.59,16.44,-4.85,8.87,7.26,1.61,0.231,0.0223,0.2087,58.8522774,0.094488189,1
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Verzenio,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,552.6,506.6,46,2.5,4.25,-1.75,4,1,3,11,9,2,166,75,91,8,7,1,11.59,10.27,1.32,8.87,7.94,0.93,0.231,0.0159,0.2151,102.0623146,0.228571429,1
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Vinblastine,CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,552.6,811,-258.4,2.5,4.22,-1.72,4,3,1,11,12,-1,166,154,12,8,10,-2,11.59,10.87,0.72,8.87,8.86,0.01,0.231,0.0169,0.2141,258.6968936,0.117241379,1
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Vinblastine Sulfate,CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O,552.6,909.1,-356.5,2.5,4.18,-1.68,4,5,-1,11,16,-5,166,237,-71,8,10,-2,11.59,10.87,0.72,8.87,8.86,0.01,0.231,0.0169,0.2141,363.5472964,0.11409396,1
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Xeloda,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O,552.6,359.35,193.25,2.5,1.17,1.33,4,3,1,11,7,4,166,121,45,8,7,1,11.59,8.63,2.96,8.87,0.073,8.797,0.231,0.248,-0.017,198.6868906,0.144230769,1
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Zoladex,CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(=O)N)NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6,552.6,1269.4,-716.8,2.5,0.3,2.2,4,17,-13,11,16,-5,166,496,-330,8,32,-24,11.59,9.36,2.23,8.87,10.91,-2.04,0.231,0.0283,0.2027,789.6114586,0.12195122,0
Lapatinib Ditosylate,CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl.O,Letrozole,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,943.5,285.3,658.2,5.18,2.94,2.24,5,0,5,16,4,12,241,78.3,162.7,13,3,10,16.44,0,16.44,7.26,1.89,5.37,0.0223,0.0799,-0.0576,678.4332402,0.055555556,1
Lapatinib Ditosylate,CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl.O,Lynparza,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,943.5,434.5,509,5.18,2.72,2.46,5,1,4,16,5,11,241,82.1,158.9,13,4,9,16.44,9.96,6.48,7.26,-0.9,8.16,0.0223,0.0601,-0.0378,533.538039,0.120967742,1
Lapatinib Ditosylate,CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl.O,Megestrol Acetate,CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,943.5,384.5,559,5.18,3.71,1.47,5,0,5,16,4,12,241,60.4,180.6,13,3,10,16.44,17.83,-1.39,7.26,-4.9,12.16,0.0223,0.00336,0.01894,587.808063,0.055555556,1
Lapatinib Ditosylate,CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl.O,Methotrexate,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,943.5,454.4,489.1,5.18,-0.05,5.23,5,5,0,16,12,4,241,211,30,13,9,4,16.44,2.95,13.49,7.26,14.55,-7.29,0.0223,0.0819,-0.0596,490.3195801,0.083333333,1
Lapatinib Ditosylate,CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl.O,Methyl testosterone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C,943.5,302.5,641,5.18,3.61,1.57,5,1,4,16,2,14,241,37.3,203.7,13,0,13,16.44,18.52,-2.08,7.26,-0.53,7.79,0.0223,0.0139,0.0084,672.9213665,0.051282051,1
Lapatinib Ditosylate,CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl.O,Neratinib Maleate,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)OCC4=CC=CC=N4)Cl)C#N)NC(=O)/C=C/CN(C)C.C(=C\C(=O)O)\C(=O)O,943.5,673.1,270.4,5.18,4.72,0.46,5,4,1,16,12,4,241,187,54,13,13,0,16.44,12.55,3.89,7.26,8.81,-1.55,0.0223,0.00674,0.01556,275.8022959,0.227941176,1
Lapatinib Ditosylate,CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl.O,Nerlynx,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)OCC4=CC=CC=N4)Cl)C#N)NC(=O)/C=C/CN(C)C,943.5,557,386.5,5.18,4.72,0.46,5,2,3,16,8,8,241,112,129,13,11,2,16.44,12.55,3.89,7.26,8.81,-1.55,0.0223,0.00674,0.01556,407.5757555,0.234848485,1
Lapatinib Ditosylate,CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl.O,Olaparib,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,943.5,434.5,509,5.18,2.72,2.46,5,1,4,16,5,11,241,82.1,158.9,13,4,9,16.44,9.96,6.48,7.26,-0.9,8.16,0.0223,0.0601,-0.0378,533.538039,0.120967742,1
Lapatinib Ditosylate,CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl.O,Orserdu,CCNCCC1=CC=C(C=C1)CN(CC)C2=C(C=CC(=C2)OC)[C@@H]3CCC4=C(C3)C=CC(=C4)O,943.5,458.6,484.9,5.18,6.54,-1.36,5,2,3,16,4,12,241,44.7,196.3,13,10,3,16.44,10.58,5.86,7.26,9.96,-2.7,0.0223,0.00035,0.02195,523.3232077,0.115384615,1
Lapatinib Ditosylate,CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl.O,Paclitaxel,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,943.5,853.9,89.6,5.18,3.2,1.98,5,4,1,16,14,2,241,221,20,13,14,-1,16.44,11.9,4.54,7.26,-1.2,8.46,0.0223,0.00556,0.01674,92.35942767,0.082278481,1
Lapatinib Ditosylate,CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl.O,Paclitaxel protein-bound,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,943.5,853.9,89.6,5.18,3.2,1.98,5,4,1,16,14,2,241,221,20,13,14,-1,16.44,11.9,4.54,7.26,-1.2,8.46,0.0223,0.00556,0.01674,92.35942767,0.082278481,1
Lapatinib Ditosylate,CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl.O,Palbociclib,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C,943.5,447.5,496,5.18,2.12,3.06,5,2,3,16,8,8,241,103,138,13,5,8,16.44,11.34,5.1,7.26,8.86,-1.6,0.0223,0.0174,0.0049,515.0096442,0.105263158,1
Lapatinib Ditosylate,CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl.O,Pamidronate,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O,943.5,235.7,707.8,5.18,-1.4,6.58,5,6,-1,16,8,8,241,161,80,13,4,9,16.44,0.67,15.77,7.26,9.86,-2.6,0.0223,15.8,-15.7777,712.793466,0.04040404,1
