Drug_A,Drug_A_SMILES,Drug_B,Drug_B_SMILES,A_MW,B_MW,Delta_MW,A_LogP,B_LogP,Delta_LogP,A_HBD,B_HBD,Delta_HBD,A_HBA,B_HBA,Delta_HBA,A_TPSA,B_TPSA,Delta_TPSA,A_Rotatable_Bonds,B_Rotatable_Bonds,Delta_Rotatable_Bonds,A_pKa_Acidic,B_pKa_Acidic,Delta_pKa_Acidic,A_pKa_Basic,B_pKa_Basic,Delta_pKa_Basic,A_Solubility_mg_ml,B_Solubility_mg_ml,Delta_Solubility_mg_ml,Chemical_Distance,Tanimoto_Similarity,Oral_Compatibility_Label
Ixempra,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,Tykerb,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,506.7,581.1,-74.4,3.28,5.18,-1.9,3,2,1,7,9,-2,140,115,25,2,11,-9,13.85,16.44,-2.59,2.73,7.26,-4.53,0.00352,0.0223,-0.01878,79.22877856,0.060606061,1
Ixempra,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,Verzenio,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,506.7,506.6,0.1,3.28,4.25,-0.97,3,1,2,7,9,-2,140,75,65,2,7,-5,13.85,10.27,3.58,2.73,7.94,-5.21,0.00352,0.0159,-0.01238,65.56608539,0.06557377,1
Ixempra,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,Vinblastine,CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,506.7,811,-304.3,3.28,4.22,-0.94,3,3,0,7,12,-5,140,154,-14,2,10,-8,13.85,10.87,2.98,2.73,8.86,-6.13,0.00352,0.0169,-0.01338,304.8455856,0.093959732,1
Ixempra,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,Vinblastine Sulfate,CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O,506.7,909.1,-402.4,3.28,4.18,-0.9,3,5,-2,7,16,-9,140,237,-97,2,10,-8,13.85,10.87,2.98,2.73,8.86,-6.13,0.00352,0.0169,-0.01338,414.1630446,0.091503268,1
Ixempra,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,Xeloda,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O,506.7,359.35,147.35,3.28,1.17,2.11,3,3,0,7,7,0,140,121,19,2,7,-5,13.85,8.63,5.22,2.73,0.073,2.657,0.00352,0.248,-0.24448,148.7845503,0.132075472,1
Ixempra,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,Zoladex,CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(=O)N)NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6,506.7,1269.4,-762.7,3.28,0.3,2.98,3,17,-14,7,16,-9,140,496,-356,2,32,-30,13.85,9.36,4.49,2.73,10.91,-8.18,0.00352,0.0283,-0.02478,842.448956,0.121212121,0
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,434.5,552.6,-118.1,2.5,2.5,0,2,4,-2,7,11,-4,91.2,166,-74.8,5,8,-3,11.59,11.59,0,8.87,8.87,0,0.231,0.231,0,139.8987134,0.909090909,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Lapatinib Ditosylate,CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl.O,434.5,943.5,-509,2.5,5.18,-2.68,2,5,-3,7,16,-9,91.2,241,-149.8,5,13,-8,11.59,16.44,-4.85,8.87,7.26,1.61,0.231,0.0223,0.2087,530.7620753,0.098484848,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Letrozole,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,434.5,285.3,149.2,2.5,2.94,-0.44,2,0,2,7,4,3,91.2,78.3,12.9,5,3,2,11.59,0,11.59,8.87,1.89,6.98,0.231,0.0799,0.1511,150.4237845,0.085365854,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Lynparza,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,434.5,434.5,0,2.5,2.72,-0.22,2,1,1,7,5,2,91.2,82.1,9.1,5,4,1,11.59,9.96,1.63,8.87,-0.9,9.77,0.231,0.0601,0.1709,13.67469951,0.175257732,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Megestrol Acetate,CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,434.5,384.5,50,2.5,3.71,-1.21,2,0,2,7,4,3,91.2,60.4,30.8,5,3,2,11.59,17.83,-6.24,8.87,-4.9,13.77,0.231,0.00336,0.22764,60.79232205,0.102040816,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Methotrexate,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,434.5,454.4,-19.9,2.5,-0.05,2.55,2,5,-3,7,12,-5,91.2,211,-119.8,5,9,-4,11.59,2.95,8.64,8.87,14.55,-5.68,0.231,0.0819,0.1491,122.1125986,0.145631068,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Methyl testosterone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C,434.5,302.5,132,2.5,3.61,-1.11,2,1,1,7,2,5,91.2,37.3,53.9,5,0,5,11.59,18.52,-6.93,8.87,-0.53,9.4,0.231,0.0139,0.2171,143.2406162,0.101123596,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Neratinib Maleate,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)OCC4=CC=CC=N4)Cl)C#N)NC(=O)/C=C/CN(C)C.C(=C\C(=O)O)\C(=O)O,434.5,673.1,-238.6,2.5,4.72,-2.22,2,4,-2,7,12,-5,91.2,187,-95.8,5,13,-8,11.59,12.55,-0.96,8.87,8.81,0.06,0.231,0.00674,0.22426,257.3062453,0.118110236,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Nerlynx,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)OCC4=CC=CC=N4)Cl)C#N)NC(=O)/C=C/CN(C)C,434.5,557,-122.5,2.5,4.72,-2.22,2,2,0,7,8,-1,91.2,112,-20.8,5,11,-6,11.59,12.55,-0.96,8.87,8.81,0.06,0.231,0.00674,0.22426,124.425857,0.12195122,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Olaparib,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,434.5,434.5,0,2.5,2.72,-0.22,2,1,1,7,5,2,91.2,82.1,9.1,5,4,1,11.59,9.96,1.63,8.87,-0.9,9.77,0.231,0.0601,0.1709,13.67469951,0.175257732,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Orserdu,CCNCCC1=CC=C(C=C1)CN(CC)C2=C(C=CC(=C2)OC)[C@@H]3CCC4=C(C3)C=CC(=C4)O,434.5,458.6,-24.1,2.5,6.54,-4.04,2,2,0,7,4,3,91.2,44.7,46.5,5,10,-5,11.59,10.58,1.01,8.87,9.96,-1.09,0.231,0.00035,0.23065,52.87384041,0.121495327,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Paclitaxel,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,434.5,853.9,-419.4,2.5,3.2,-0.7,2,4,-2,7,14,-7,91.2,221,-129.8,5,14,-9,11.59,11.9,-0.31,8.87,-1.2,10.07,0.231,0.00556,0.22544,439.2953924,0.089552239,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Paclitaxel protein-bound,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,434.5,853.9,-419.4,2.5,3.2,-0.7,2,4,-2,7,14,-7,91.2,221,-129.8,5,14,-9,11.59,11.9,-0.31,8.87,-1.2,10.07,0.231,0.00556,0.22544,439.2953924,0.089552239,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Palbociclib,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C,434.5,447.5,-13,2.5,2.12,0.38,2,2,0,7,8,-1,91.2,103,-11.8,5,5,0,11.59,11.34,0.25,8.87,8.86,0.01,0.231,0.0174,0.2136,17.59240248,0.605263158,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Pamidronate,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O,434.5,235.7,198.8,2.5,-1.4,3.9,2,6,-4,7,8,-1,91.2,161,-69.8,5,4,1,11.59,0.67,10.92,8.87,9.86,-0.99,0.231,15.8,-15.569,211.6348512,0.054054054,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Pamidronate Disodium,C(CN)C(O)(P(=O)(O)[O-])P(=O)(O)[O-].[Na+].[Na+],434.5,279.03,155.47,2.5,-1.4,3.9,2,4,-2,7,8,-1,91.2,167,-75.8,5,4,1,11.59,0.67,10.92,8.87,9.86,-0.99,0.231,15.8,-15.569,174.0700754,0.051948052,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Piqray,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,434.5,441.5,-7,2.5,2.76,-0.26,2,2,0,7,8,-1,91.2,129,-37.8,5,4,1,11.59,7.79,3.8,8.87,2.81,6.06,0.231,0.00528,0.22572,39.12955596,0.174757282,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Ribociclib,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,434.5,434.5,0,2.5,2.5,0,2,2,0,7,7,0,91.2,91.2,0,5,5,0,11.59,11.59,0,8.87,8.87,0,0.231,0.231,0,0,1,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Sacituzumab Govitecan-hziy,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)OC(=O)OCC5=CC=C(C=C5)NC(=O)[C@H](CCCCN)NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCN6C=C(N=N6)CNC(=O)C7CCC(CC7)CN8C(=O)CC(C8=O)SC[C@@H](C(=O)O)N)C2=NC9=C1C=C(C=C9)O,434.5,1601.8,-1167.3,2.5,0,2.5,2,8,-6,7,30,-23,91.2,497,-405.8,5,54,-49,11.59,0,11.59,8.87,0,8.87,0.231,0,0.231,1237.112864,0.098445596,0
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Soltamox,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,434.5,563.6,-129.1,2.5,5.93,-3.43,2,4,-2,7,9,-2,91.2,145,-53.8,5,13,-8,11.59,0,11.59,8.87,8.76,0.11,0.231,0.00102,0.22998,140.6392832,0.126315789,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Talazoparib Tosylate,CC1=CC=C(C=C1)S(=O)(=O)O.CN1C(=NC=N1)[C@@H]2[C@H](NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F,434.5,552.6,-118.1,2.5,2.93,-0.43,2,3,-1,7,10,-3,91.2,147,-55.8,5,3,2,11.59,9.48,2.11,8.87,1.66,7.21,0.231,0.101,0.13,130.8888383,0.115044248,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Talzenna,nan,434.5,458.6,-24.1,2.5,2.5,0,2,3,-1,7,8,-1,91.2,112,-20.8,5,5,0,11.59,10.32,1.27,8.87,3.32,5.55,0.231,0.0253,0.2057,32.3714027,0,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Tamoxifen Citrate,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,434.5,563.6,-129.1,2.5,5.93,-3.43,2,4,-2,7,9,-2,91.2,145,-53.8,5,13,-8,11.59,0,11.59,8.87,8.76,0.11,0.231,0.00102,0.22998,140.6392832,0.126315789,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Taxotere,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,434.5,807.9,-373.4,2.5,2.59,-0.09,2,5,-3,7,14,-7,91.2,224,-132.8,5,13,-8,11.59,11.9,-0.31,8.87,-3,11.87,0.231,0.0127,0.2183,396.6439824,0.087591241,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Tepadina,C1CN1P(=S)(N2CC2)N3CC3,434.5,189.22,245.28,2.5,0.17,2.33,2,0,2,7,4,3,91.2,41.1,50.1,5,3,2,11.59,0,11.59,8.87,-0.3,9.17,0.231,9.27,-9.039,250.9877244,0.044117647,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Tepylute,C1CN1P(=S)(N2CC2)N3CC4,434.5,189.22,245.28,2.5,0.17,2.33,2,0,2,7,4,3,91.2,41.1,50.1,5,3,2,11.59,0,11.59,8.87,-0.3,9.17,0.231,9.27,-9.039,250.9877244,0,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Thiotepa,C1CN1P(=S)(N2CC2)N3CC3,434.5,189.22,245.28,2.5,0.17,2.33,2,0,2,7,4,3,91.2,41.1,50.1,5,3,2,11.59,0,11.59,8.87,-0.3,9.17,0.231,9.27,-9.039,250.9877244,0.044117647,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Toremifene,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3,434.5,406,28.5,2.5,5.65,-3.15,2,0,2,7,2,5,91.2,12.5,78.7,5,9,-4,11.59,0,11.59,8.87,8.76,0.11,0.231,0.000409,0.230591,84.82485409,0.101123596,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Trodelvy,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)OC(=O)OCC5=CC=C(C=C5)NC(=O)[C@H](CCCCN)NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCN6C=C(N=N6)CNC(=O)C7CCC(CC7)CN8C(=O)CC(C8=O)SC[C@@H](C(=O)O)N)C2=NC9=C1C=C(C=C9)O,434.5,1601.8,-1167.3,2.5,0,2.5,2,8,-6,7,30,-23,91.2,497,-405.8,5,54,-49,11.59,0,11.59,8.87,0,8.87,0.231,0,0.231,1237.112864,0.098445596,0
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Truqap,C1CN(CCC1(C(=O)N[C@@H](CCO)C2=CC=C(C=C2)Cl)N)C3=NC=NC4=C3C=CN4,434.5,428.9,5.6,2.5,1.31,1.19,2,4,-2,7,6,1,91.2,120,-28.8,5,6,-1,11.59,13.03,-1.44,8.87,8.33,0.54,0.231,0.0253,0.2057,29.50633174,0.17,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Tucatinib,CC1=C(C=CC(=C1)NC2=NC=NC3=C2C=C(C=C3)NC4=NC(CO4)(C)C)OC5=CC6=NC=NN6C=C5,434.5,480.5,-46,2.5,3.87,-1.37,2,2,0,7,8,-1,91.2,111,-19.8,5,6,-1,11.59,17.08,-5.49,8.87,4.57,4.3,0.231,0.004,0.227,50.60235695,0.117117117,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Tukysa,CC1=C(C=CC(=C1)NC2=NC=NC3=C2C=C(C=C3)NC4=NC(CO4)(C)C)OC5=CC6=NC=NN6C=C6,434.5,480.5,-46,2.5,3.87,-1.37,2,2,0,7,8,-1,91.2,111,-19.8,5,6,-1,11.59,17.08,-5.49,8.87,4.57,4.3,0.231,0.004,0.227,50.60235695,0,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Tykerb,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,434.5,581.1,-146.6,2.5,5.18,-2.68,2,2,0,7,9,-2,91.2,115,-23.8,5,11,-6,11.59,16.44,-4.85,8.87,7.26,1.61,0.231,0.0223,0.2087,148.7660598,0.090163934,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Verzenio,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,434.5,506.6,-72.1,2.5,4.25,-1.75,2,1,1,7,9,-2,91.2,75,16.2,5,7,-2,11.59,10.27,1.32,8.87,7.94,0.93,0.231,0.0159,0.2151,73.99706797,0.23,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Vinblastine,CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,434.5,811,-376.5,2.5,4.22,-1.72,2,3,-1,7,12,-5,91.2,154,-62.8,5,10,-5,11.59,10.87,0.72,8.87,8.86,0.01,0.231,0.0169,0.2141,381.7729859,0.114285714,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Vinblastine Sulfate,CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O,434.5,909.1,-474.6,2.5,4.18,-1.68,2,5,-3,7,16,-9,91.2,237,-145.8,5,10,-5,11.59,10.87,0.72,8.87,8.86,0.01,0.231,0.0169,0.2141,496.6096926,0.111111111,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Xeloda,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O,434.5,359.35,75.15,2.5,1.17,1.33,2,3,-1,7,7,0,91.2,121,-29.8,5,7,-2,11.59,8.63,2.96,8.87,0.073,8.797,0.231,0.248,-0.017,81.4154807,0.141414141,1
Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Zoladex,CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(=O)N)NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6,434.5,1269.4,-834.9,2.5,0.3,2.2,2,17,-15,7,16,-9,91.2,496,-404.8,5,32,-27,11.59,9.36,2.23,8.87,10.91,-2.04,0.231,0.0283,0.2027,928.4234301,0.119496855,0
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Lapatinib Ditosylate,CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl.O,552.6,943.5,-390.9,2.5,5.18,-2.68,4,5,-1,11,16,-5,166,241,-75,8,13,-5,11.59,16.44,-4.85,8.87,7.26,1.61,0.231,0.0223,0.2087,398.1358443,0.102189781,1
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Letrozole,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,552.6,285.3,267.3,2.5,2.94,-0.44,4,0,4,11,4,7,166,78.3,87.7,8,3,5,11.59,0,11.59,8.87,1.89,6.98,0.231,0.0799,0.1511,281.8046219,0.079545455,1
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Lynparza,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,552.6,434.5,118.1,2.5,2.72,-0.22,4,1,3,11,5,6,166,82.1,83.9,8,4,4,11.59,9.96,1.63,8.87,-0.9,9.77,0.231,0.0601,0.1709,145.4166683,0.176470588,1
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Megestrol Acetate,CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,552.6,384.5,168.1,2.5,3.71,-1.21,4,0,4,11,4,7,166,60.4,105.6,8,3,5,11.59,17.83,-6.24,8.87,-4.9,13.77,0.231,0.00336,0.22764,199.3214399,0.096153846,1
Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,Methotrexate,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,552.6,454.4,98.2,2.5,-0.05,2.55,4,5,-1,11,12,-1,166,211,-45,8,9,-1,11.59,2.95,8.64,8.87,14.55,-5.68,0.231,0.0819,0.1491,108.5572509,0.192307692,1
